epoch,accuracy,loss,val_accuracy,val_loss
0,0.7904571294784546,2.495265483856201,0.21080000698566437,636.3811645507812
1,0.8698285818099976,1.4988545179367065,0.37560001015663147,225.5469512939453
2,0.8985714316368103,0.9320160150527954,0.32519999146461487,241.26910400390625
3,0.918571412563324,0.631062388420105,0.6376000046730042,9.126303672790527
4,0.9350285530090332,0.3332696855068207,0.7088000178337097,5.650548934936523
5,0.9251428842544556,0.40618520975112915,0.7427999973297119,4.579106330871582
6,0.9407428503036499,0.2650556266307831,0.8659999966621399,1.152130126953125
7,0.9552571177482605,0.19301743805408478,0.9028000235557556,0.9197999835014343
8,0.9634285569190979,0.11823662370443344,0.9467999935150146,0.3462464213371277
9,0.9668571352958679,0.10816693305969238,0.9296000003814697,0.3280388414859772
10,0.9552000164985657,0.18066906929016113,0.7803999781608582,2.1525516510009766
11,0.9662857055664062,0.10344862937927246,0.8320000171661377,2.1516599655151367
12,0.965485692024231,0.1192287802696228,0.9408000111579895,0.2290145307779312
13,0.9781143069267273,0.06862916797399521,0.8944000005722046,0.4580824077129364
14,0.9685142636299133,0.11796975135803223,0.9039999842643738,0.47553515434265137
15,0.9783428311347961,0.08018047362565994,0.7432000041007996,2.988337993621826
16,0.982114315032959,0.05115017294883728,0.9815999865531921,0.052423302084207535
17,0.9741142988204956,0.09248372912406921,0.656000018119812,2.6394689083099365
18,0.982285737991333,0.052059538662433624,0.9211999773979187,0.4718790650367737
19,0.9865142703056335,0.03802163898944855,0.926800012588501,0.4835442006587982
20,0.9818857312202454,0.06396032869815826,0.9351999759674072,0.3104361891746521
21,0.9845142960548401,0.052808765321969986,0.7991999983787537,1.1501048803329468
22,0.9884571433067322,0.038841795176267624,0.9908000230789185,0.0351005382835865
23,0.9886857271194458,0.036605119705200195,0.8568000197410583,0.8184089660644531
24,0.9806285500526428,0.07374317944049835,0.8808000087738037,0.7534081339836121
25,0.9916571378707886,0.02537679858505726,0.8212000131607056,1.421242117881775
26,0.9903428554534912,0.030216628685593605,0.9711999893188477,0.1098463237285614
27,0.9897714257240295,0.03210900351405144,0.920799970626831,0.41188856959342957
28,0.9913714528083801,0.03500882536172867,0.652400016784668,3.6012918949127197
29,0.9887428283691406,0.043580543249845505,0.942799985408783,0.2457117885351181
30,0.9919999837875366,0.02705567143857479,0.9667999744415283,0.1199689731001854
31,0.9932571649551392,0.02066793479025364,0.9667999744415283,0.14783519506454468
32,0.9893142580986023,0.04273698106408119,0.9088000059127808,0.5362515449523926
33,0.9968571662902832,0.009350558742880821,0.9855999946594238,0.03985574468970299
34,0.9926857352256775,0.030295420438051224,0.9272000193595886,0.7240681052207947
35,0.9935428500175476,0.020178092643618584,0.8992000222206116,1.3293075561523438
36,0.9877142906188965,0.048404719680547714,0.7512000203132629,4.961115837097168
37,0.994857132434845,0.014116975478827953,0.9900000095367432,0.036470040678977966
38,0.9962857365608215,0.010803106240928173,0.9868000149726868,0.05410722643136978
39,0.9900000095367432,0.0431339256465435,0.9296000003814697,0.37354978919029236
40,0.9949142932891846,0.018806645646691322,0.8116000294685364,2.7795846462249756
41,0.9923999905586243,0.03011987917125225,0.9419999718666077,0.5218639969825745
42,0.9945714473724365,0.018420694395899773,0.8284000158309937,1.4557678699493408
43,0.9949714541435242,0.019333219155669212,0.9452000260353088,0.32493871450424194
44,0.9947999715805054,0.016757473349571228,0.9107999801635742,0.6999772191047668
45,0.9957714080810547,0.013717789202928543,0.9588000178337097,0.21757075190544128
46,0.9958857297897339,0.016454264521598816,0.7631999850273132,2.114434242248535
47,0.9923428297042847,0.038170699030160904,0.7983999848365784,2.0339910984039307
48,0.9959999918937683,0.013364913873374462,0.991599977016449,0.0338427871465683
49,0.9962857365608215,0.011287016794085503,0.9527999758720398,0.23765701055526733
50,0.9955428838729858,0.017460182309150696,0.8180000185966492,2.1945762634277344
51,0.9947999715805054,0.027546919882297516,0.5400000214576721,8.639386177062988
52,0.9961143136024475,0.011336221359670162,0.9771999716758728,0.10949715226888657
53,0.9962857365608215,0.013480497524142265,0.9887999892234802,0.04232806712388992
54,0.9940000176429749,0.024812106043100357,0.9387999773025513,0.2839193046092987
55,0.9976571202278137,0.006807274185121059,0.9887999892234802,0.04185108095407486
56,0.9949142932891846,0.019595330581068993,0.824400007724762,1.8018025159835815
57,0.9957714080810547,0.013963345438241959,0.9787999987602234,0.08760707080364227
58,0.9937142729759216,0.02883289009332657,0.9732000231742859,0.09126809239387512
59,0.9978285431861877,0.010758800432085991,0.9739999771118164,0.10014857351779938
